                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.86214,                0.64352,                 1.1255,                0.93601,                0.84082,                0.90885,                 0.6264,                 1.2248,                0.67737,                 1.4956,             0.00079831,             0.00079831,             0.00079831
                    148,                0.86309,                0.64581,                 1.1126,                0.93591,                0.86636,                0.92724,                0.63779,                 1.2207,                0.69382,                 1.4937,             0.00079522,             0.00079522,             0.00079522
                    149,                0.89008,                0.66158,                  1.129,                0.92264,                0.84239,                0.92087,                0.63293,                 1.2493,                 0.6357,                 1.5349,             0.00079213,             0.00079213,             0.00079213
                    150,                0.86396,                0.65044,                 1.1162,                0.87105,                0.84664,                0.88989,                0.60277,                 1.2317,                 0.7095,                 1.5104,             0.00078903,             0.00078903,             0.00078903
                    151,                0.87111,                0.66275,                  1.123,                0.93154,                0.84899,                0.92442,                0.63899,                  1.172,                0.66605,                 1.4635,             0.00078594,             0.00078594,             0.00078594
                    152,                0.86073,                0.64679,                 1.1196,                 0.9434,                0.82976,                0.92746,                0.63833,                 1.2002,                0.68159,                 1.4928,             0.00078284,             0.00078284,             0.00078284
                    153,                0.85802,                0.62702,                 1.1112,                0.93317,                0.77973,                0.89967,                0.62469,                 1.2212,                0.69599,                 1.5086,             0.00077975,             0.00077975,             0.00077975
                    154,                0.89091,                0.64139,                 1.1229,                0.90818,                0.84439,                 0.9139,                 0.6172,                 1.2038,                 0.6562,                 1.4838,             0.00077666,             0.00077666,             0.00077666
                    155,                0.88324,                0.66286,                 1.1366,                0.89859,                0.75479,                0.86273,                0.58358,                 1.2606,                0.75682,                 1.5086,             0.00077356,             0.00077356,             0.00077356
                    156,                0.88283,                0.66262,                 1.1324,                0.88847,                0.78446,                0.88217,                0.59535,                 1.2043,                0.66192,                  1.476,             0.00077047,             0.00077047,             0.00077047
                    157,                0.91606,                0.68642,                 1.1424,                0.94602,                 0.8341,                0.93098,                0.63888,                 1.2182,                0.65294,                 1.4747,             0.00076738,             0.00076738,             0.00076738
                    158,                0.89771,                0.66344,                 1.1231,                0.93807,                0.77987,                0.87624,                0.60922,                 1.2228,                0.68594,                 1.5046,             0.00076428,             0.00076428,             0.00076428
                    159,                0.87668,                0.66057,                  1.128,                0.94865,                0.82605,                0.92407,                0.65216,                 1.1643,                0.64419,                 1.4679,             0.00076119,             0.00076119,             0.00076119
                    160,                0.86501,                0.63284,                 1.1221,                0.91732,                0.84839,                0.92656,                0.65252,                 1.1156,                0.63547,                 1.4344,             0.00075809,             0.00075809,             0.00075809
                    161,                0.90295,                0.68156,                 1.1495,                0.92351,                0.82189,                0.93291,                0.66024,                 1.1722,                0.67222,                 1.4693,               0.000755,               0.000755,               0.000755
                    162,                0.88153,                0.66974,                 1.1154,                0.95755,                0.84959,                0.92203,                 0.6282,                 1.2181,                0.70557,                 1.4776,             0.00075191,             0.00075191,             0.00075191
                    163,                0.87383,                0.67751,                 1.1208,                0.89479,                0.84115,                0.92907,                0.64016,                 1.2092,                0.69317,                 1.4949,             0.00074881,             0.00074881,             0.00074881
                    164,                0.87424,                 0.6631,                 1.1233,                0.91205,                0.85861,                0.95615,                0.67031,                 1.1819,                0.62515,                 1.4895,             0.00074572,             0.00074572,             0.00074572
                    165,                0.88477,                0.65701,                  1.125,                0.93942,                0.82936,                0.93642,                0.64698,                 1.2502,                0.66593,                 1.5464,             0.00074263,             0.00074263,             0.00074263
                    166,                0.90803,                0.66393,                 1.1311,                0.85739,                 0.8617,                0.92516,                0.64079,                 1.2681,                0.70249,                 1.5289,             0.00073953,             0.00073953,             0.00073953
                    167,                0.89896,                0.66926,                 1.1438,                0.87412,                 0.8157,                 0.9093,                0.61375,                 1.2402,                0.67503,                 1.4948,             0.00073644,             0.00073644,             0.00073644
                    168,                0.88549,                0.65645,                 1.1205,                 0.8995,                0.82386,                 0.9065,                0.59778,                 1.1958,                0.65603,                 1.4865,             0.00073334,             0.00073334,             0.00073334
                    169,                0.89692,                0.63591,                 1.1321,                0.87808,                0.84877,                0.90702,                0.63961,                 1.1386,                 0.6334,                 1.4245,             0.00073025,             0.00073025,             0.00073025
                    170,                0.87185,                0.64239,                 1.1155,                0.86725,                0.80359,                0.89262,                0.62226,                 1.1758,                0.67451,                 1.4591,             0.00072716,             0.00072716,             0.00072716
                    171,                0.86877,                0.64026,                 1.1159,                0.89792,                0.81602,                0.90201,                0.62744,                 1.1694,                0.64628,                 1.4724,             0.00072406,             0.00072406,             0.00072406
                    172,                0.85128,                0.62896,                 1.1115,                0.85624,                0.84038,                0.89383,                 0.6102,                 1.1828,                0.68821,                 1.4604,             0.00072097,             0.00072097,             0.00072097
                    173,                0.88659,                0.66679,                 1.1254,                 0.8682,                0.84209,                0.91248,                0.62115,                 1.1555,                0.68884,                  1.456,             0.00071788,             0.00071788,             0.00071788
                    174,                0.88945,                0.65693,                 1.1297,                0.94007,                0.77229,                0.90668,                0.60551,                 1.2822,                0.68487,                  1.539,             0.00071478,             0.00071478,             0.00071478
                    175,                0.87615,                0.66031,                 1.1363,                0.91456,                0.85605,                0.91928,                   0.64,                 1.1677,                0.62717,                 1.4313,             0.00071169,             0.00071169,             0.00071169
                    176,                0.82845,                0.63595,                 1.1018,                 0.9313,                0.85871,                0.91073,                0.63367,                 1.1666,                0.65836,                 1.4351,             0.00070859,             0.00070859,             0.00070859
                    177,                0.82443,                0.61448,                 1.0996,                   0.94,                 0.8485,                0.94226,                0.67195,                 1.1309,                0.58985,                 1.4342,              0.0007055,              0.0007055,              0.0007055
                    178,                0.81185,                0.60309,                 1.0833,                0.92193,                0.84591,                0.92546,                0.65507,                  1.124,                0.58615,                 1.4301,             0.00070241,             0.00070241,             0.00070241
                    179,                0.80722,                0.58722,                 1.0874,                0.93791,                0.88111,                0.92903,                0.65609,                 1.1209,                0.63299,                 1.4161,             0.00069931,             0.00069931,             0.00069931
                    180,                 0.8386,                0.64641,                 1.1073,                0.82247,                0.89702,                0.92101,                0.64757,                 1.1561,                 0.6664,                 1.4537,             0.00069622,             0.00069622,             0.00069622
                    181,                0.86279,                0.64221,                 1.1203,                0.87574,                0.87908,                0.93164,                0.65746,                 1.1364,                 0.6142,                 1.4262,             0.00069313,             0.00069313,             0.00069313
                    182,                0.83143,                0.60753,                 1.0932,                0.91923,                0.84098,                0.92593,                0.64774,                  1.164,                0.61616,                 1.4589,             0.00069003,             0.00069003,             0.00069003
                    183,                0.83473,                0.63511,                 1.1069,                0.89367,                0.84813,                0.89662,                0.63526,                 1.1438,                0.62517,                 1.4389,             0.00068694,             0.00068694,             0.00068694
                    184,                0.83615,                0.61093,                 1.0976,                0.90782,                0.86967,                0.92839,                0.65932,                 1.1384,                0.63275,                 1.4113,             0.00068384,             0.00068384,             0.00068384
                    185,                0.84987,                0.63338,                 1.0976,                0.92748,                0.83645,                0.92036,                 0.6484,                 1.1446,                0.63577,                 1.4567,             0.00068075,             0.00068075,             0.00068075
                    186,                0.83736,                0.61572,                 1.0946,                 0.9179,                0.85075,                0.92266,                 0.6403,                 1.1908,                0.65479,                 1.4708,             0.00067766,             0.00067766,             0.00067766
                    187,                0.83363,                0.60813,                 1.1037,                0.83662,                0.88014,                0.90115,                0.64565,                 1.1657,                0.61194,                 1.4368,             0.00067456,             0.00067456,             0.00067456
                    188,                0.83254,                0.62834,                 1.1051,                0.84475,                0.87799,                0.92723,                0.66833,                 1.1386,                0.61241,                 1.4364,             0.00067147,             0.00067147,             0.00067147
                    189,                0.82373,                0.62174,                 1.0975,                0.92868,                 0.8658,                0.91874,                0.66272,                 1.1291,                0.59188,                 1.4304,             0.00066838,             0.00066838,             0.00066838
                    190,                0.81411,                0.60571,                 1.0849,                0.96007,                0.83928,                0.94055,                0.67328,                 1.1152,                0.58177,                 1.4114,             0.00066528,             0.00066528,             0.00066528
                    191,                0.79082,                0.59554,                 1.0802,                0.90092,                0.90192,                0.93268,                 0.6742,                 1.1207,                0.63011,                 1.4171,             0.00066219,             0.00066219,             0.00066219
                    192,                0.81259,                0.59722,                 1.0787,                 0.8021,                0.71959,                0.79022,                0.52119,                 1.4006,                 1.0029,                 1.6764,             0.00065909,             0.00065909,             0.00065909
                    193,                0.81071,                0.60528,                 1.0772,                0.86614,                0.84303,                0.89328,                0.61968,                 1.1975,                0.73146,                  1.522,               0.000656,               0.000656,               0.000656
                    194,                0.80729,                0.59435,                 1.0795,                 0.8958,                0.85678,                0.91739,                0.67318,                 1.1271,                0.60497,                 1.4365,             0.00065291,             0.00065291,             0.00065291
                    195,                0.83648,                0.61248,                 1.0969,                0.92616,                0.82192,                 0.9097,                0.65619,                 1.1368,                0.62629,                 1.4343,             0.00064981,             0.00064981,             0.00064981
                    196,                0.82008,                0.60812,                 1.0841,                0.91595,                0.83717,                0.92201,                0.65526,                 1.1073,                0.60987,                 1.4069,             0.00064672,             0.00064672,             0.00064672
                    197,                0.81718,                0.61499,                 1.0963,                0.95854,                0.85555,                0.94403,                0.67977,                 1.1033,                0.60868,                 1.4136,             0.00064362,             0.00064362,             0.00064362
                    198,                0.82976,                0.61791,                 1.0885,                0.92524,                0.83788,                0.93557,                0.67295,                 1.1262,                0.59837,                 1.4123,             0.00064053,             0.00064053,             0.00064053
                    199,                0.80525,                0.58724,                 1.0709,                0.92667,                0.86164,                0.94288,                0.68217,                 1.1085,                 0.6032,                 1.4218,             0.00063744,             0.00063744,             0.00063744
                    200,                0.79422,                0.58522,                 1.0697,                  0.926,                0.81888,                0.94467,                0.67098,                 1.1314,                0.62308,                 1.4281,             0.00063434,             0.00063434,             0.00063434
                    201,                0.78146,                0.57701,                 1.0636,                 0.9326,                0.83503,                0.89909,                0.64093,                 1.1327,                0.64369,                 1.4231,             0.00063125,             0.00063125,             0.00063125
                    202,                0.81426,                0.62216,                 1.0927,                 0.8775,                0.85536,                0.92536,                0.65894,                 1.1392,                0.64066,                 1.4211,             0.00062816,             0.00062816,             0.00062816
                    203,                0.81137,                0.60693,                 1.0803,                0.95116,                0.88829,                 0.9323,                0.66456,                 1.1319,                0.64859,                 1.4187,             0.00062506,             0.00062506,             0.00062506
                    204,                0.83173,                0.61809,                 1.0859,                0.89354,                0.85124,                0.92091,                0.66382,                 1.1455,                0.60407,                 1.4586,             0.00062197,             0.00062197,             0.00062197
                    205,                 0.7854,                0.58669,                 1.0651,                0.89067,                0.85121,                0.93115,                0.66573,                 1.1149,                0.62347,                 1.4071,             0.00061887,             0.00061887,             0.00061887
                    206,                0.77875,                0.58683,                  1.076,                0.93761,                0.82375,                0.92857,                0.67973,                 1.1112,                0.61785,                 1.4201,             0.00061578,             0.00061578,             0.00061578
                    207,                0.79358,                0.60913,                 1.0883,                 0.9411,                0.84345,                0.92654,                0.68753,                 1.0925,                0.59889,                 1.4078,             0.00061269,             0.00061269,             0.00061269
                    208,                0.80491,                0.59096,                 1.0741,                0.92468,                0.84008,                0.90633,                0.64809,                 1.1182,                0.63003,                 1.4373,             0.00060959,             0.00060959,             0.00060959
                    209,                0.83723,                0.63469,                 1.0965,                0.92789,                  0.907,                0.93249,                0.65039,                 1.1336,                0.63137,                 1.4577,              0.0006065,              0.0006065,              0.0006065
                    210,                0.78064,                0.56563,                 1.0671,                0.89933,                0.89705,                0.94191,                 0.6541,                 1.1189,                0.61482,                 1.4342,             0.00060341,             0.00060341,             0.00060341
                    211,                0.77825,                0.56634,                 1.0739,                0.94601,                0.86391,                 0.9332,                 0.6584,                 1.0994,                0.60517,                 1.4262,             0.00060031,             0.00060031,             0.00060031
                    212,                0.80036,                0.58099,                 1.0781,                0.92371,                0.85923,                0.94612,                0.67834,                 1.1117,                0.60792,                  1.426,             0.00059722,             0.00059722,             0.00059722
                    213,                0.78199,                0.57757,                 1.0575,                0.95207,                0.86901,                0.95674,                0.69948,                 1.1016,                0.59497,                  1.401,             0.00059413,             0.00059413,             0.00059413
                    214,                0.79718,                0.62318,                 1.0933,                0.94429,                0.86167,                0.93229,                0.65006,                 1.1522,                0.60669,                 1.4628,             0.00059103,             0.00059103,             0.00059103
                    215,                0.79591,                0.58315,                 1.0716,                0.89087,                0.84753,                0.91468,                 0.6419,                 1.1559,                0.63981,                 1.4581,             0.00058794,             0.00058794,             0.00058794
                    216,                0.78595,                0.59472,                 1.0761,                0.93007,                0.85865,                  0.934,                0.65507,                 1.1155,                0.60345,                 1.4328,             0.00058484,             0.00058484,             0.00058484
                    217,                0.78446,                0.57138,                 1.0658,                0.90743,                0.88363,                0.93415,                0.66155,                 1.1201,                0.57923,                 1.4431,             0.00058175,             0.00058175,             0.00058175
                    218,                0.77196,                0.57247,                 1.0653,                0.92567,                0.87619,                0.93414,                0.67311,                 1.0764,                0.55618,                 1.4054,             0.00057866,             0.00057866,             0.00057866
                    219,                0.78375,                0.57273,                 1.0655,                0.91871,                0.86392,                0.92812,                0.66185,                 1.0926,                0.57914,                 1.4108,             0.00057556,             0.00057556,             0.00057556
                    220,                0.80889,                0.59161,                 1.0758,                0.88762,                0.84477,                0.92539,                0.66908,                 1.0873,                0.60624,                 1.3945,             0.00057247,             0.00057247,             0.00057247
                    221,                0.80568,                0.60661,                 1.0816,                0.90594,                0.85272,                0.90891,                0.65958,                 1.1089,                0.60144,                 1.4083,             0.00056938,             0.00056938,             0.00056938
                    222,                0.80714,                0.59851,                  1.077,                0.89517,                0.86018,                0.94261,                0.68055,                 1.1083,                0.59797,                 1.4032,             0.00056628,             0.00056628,             0.00056628
                    223,                0.79456,                0.57626,                 1.0721,                0.93811,                0.85713,                0.92532,                0.67032,                 1.0848,                0.60034,                 1.3909,             0.00056319,             0.00056319,             0.00056319
                    224,                0.78072,                0.58095,                 1.0683,                0.89319,                0.84813,                 0.9094,                 0.6615,                 1.0664,                0.59599,                 1.3795,             0.00056009,             0.00056009,             0.00056009
                    225,                0.76528,                 0.5612,                 1.0616,                 0.8871,                0.88206,                0.95325,                0.69861,                 1.0357,                0.55522,                 1.3534,               0.000557,               0.000557,               0.000557
                    226,                0.77229,                0.57138,                 1.0683,                0.90849,                 0.8057,                 0.8996,                0.65283,                 1.0808,                0.62091,                 1.3822,             0.00055391,             0.00055391,             0.00055391
                    227,                0.77058,                0.57595,                 1.0642,                0.94578,                0.78696,                0.91637,                0.65047,                 1.1283,                0.62606,                  1.426,             0.00055081,             0.00055081,             0.00055081
                    228,                0.78804,                0.55886,                 1.0671,                0.87575,                0.88918,                0.94292,                0.68226,                 1.0919,                0.58966,                 1.3956,             0.00054772,             0.00054772,             0.00054772
                    229,                0.77022,                0.57688,                 1.0583,                0.84352,                0.88772,                0.93619,                0.68678,                 1.0621,                0.61321,                 1.3763,             0.00054463,             0.00054463,             0.00054463
                    230,                0.74585,                0.55867,                 1.0509,                0.90198,                0.81583,                0.90862,                0.66439,                 1.0574,                0.64444,                 1.3776,             0.00054153,             0.00054153,             0.00054153
                    231,                0.77585,                0.55894,                 1.0574,                0.93203,                0.89114,                0.94419,                0.68363,                 1.0832,                0.57369,                 1.3946,             0.00053844,             0.00053844,             0.00053844
                    232,                0.78143,                 0.5537,                 1.0522,                0.89031,                0.90816,                0.94831,                0.69297,                 1.0681,                0.60753,                 1.3695,             0.00053534,             0.00053534,             0.00053534
                    233,                 0.7796,                0.57467,                 1.0672,                0.92898,                0.86819,                0.96229,                0.71003,                 1.0808,                0.54614,                 1.3858,             0.00053225,             0.00053225,             0.00053225
                    234,                0.78301,                0.57215,                 1.0655,                 0.9164,                0.86914,                0.91303,                0.64354,                 1.0944,                0.59348,                 1.3999,             0.00052916,             0.00052916,             0.00052916
                    235,                0.78703,                0.57877,                 1.0678,                0.91761,                0.86167,                0.90795,                0.65408,                 1.0611,                0.56903,                 1.3768,             0.00052606,             0.00052606,             0.00052606
                    236,                0.76402,                0.55812,                 1.0493,                0.91215,                0.88869,                0.92885,                0.68496,                 1.0289,                0.54591,                 1.3421,             0.00052297,             0.00052297,             0.00052297
                    237,                0.75825,                 0.5463,                 1.0499,                0.95029,                0.87137,                0.95683,                 0.7053,                 1.0112,                 0.5273,                 1.3392,             0.00051988,             0.00051988,             0.00051988
                    238,                0.78229,                0.58858,                 1.0618,                0.94198,                0.80535,                0.92689,                 0.6656,                 1.0952,                0.62092,                 1.3973,             0.00051678,             0.00051678,             0.00051678
                    239,                0.77881,                0.55928,                 1.0663,                0.92246,                0.83963,                0.92884,                0.66039,                 1.0713,                0.60918,                 1.4008,             0.00051369,             0.00051369,             0.00051369
                    240,                0.75555,                0.55615,                 1.0498,                0.88988,                0.88747,                0.94028,                0.67888,                 1.0216,                 0.5459,                 1.3328,             0.00051059,             0.00051059,             0.00051059
                    241,                0.73565,                0.55753,                 1.0416,                0.90661,                0.85077,                0.92214,                0.67325,                 1.0323,                0.55197,                 1.3344,              0.0005075,              0.0005075,              0.0005075
                    242,                 0.7451,                 0.5548,                 1.0386,                0.95422,                0.86852,                0.92746,                0.68088,                 1.0544,                0.53932,                 1.3695,             0.00050441,             0.00050441,             0.00050441
                    243,                0.74375,                0.54309,                 1.0413,                0.95407,                0.86406,                0.95347,                0.69099,                 1.0742,                0.54873,                 1.3879,             0.00050131,             0.00050131,             0.00050131
                    244,                0.74431,                0.55254,                 1.0511,                0.89662,                0.90427,                0.95526,                0.69986,                 1.0442,                0.56177,                 1.3569,             0.00049822,             0.00049822,             0.00049822
                    245,                 0.7683,                0.56896,                 1.0707,                0.90059,                0.91637,                0.96426,                 0.7065,                 1.0892,                0.56741,                 1.3796,             0.00049513,             0.00049513,             0.00049513
                    246,                0.77276,                0.56847,                 1.0663,                0.90011,                0.88412,                0.93588,                0.69522,                 1.0733,                 0.5665,                 1.3775,             0.00049203,             0.00049203,             0.00049203
                    247,                0.74107,                0.55117,                 1.0387,                0.93953,                0.86853,                0.96597,                0.71424,                 1.0677,                 0.5607,                 1.3738,             0.00048894,             0.00048894,             0.00048894
                    248,                0.74101,                0.54097,                 1.0483,                0.93472,                0.91439,                0.97148,                0.70825,                 1.0727,                0.56637,                 1.3849,             0.00048584,             0.00048584,             0.00048584
                    249,                0.74644,                0.54996,                 1.0446,                0.93294,                0.84918,                0.92423,                0.67982,                 1.0596,                0.58836,                 1.3724,             0.00048275,             0.00048275,             0.00048275
                    250,                0.73676,                0.55399,                 1.0416,                0.94367,                0.85559,                0.91136,                0.67678,                 1.0796,                0.58827,                  1.397,             0.00047966,             0.00047966,             0.00047966
                    251,                0.74231,                0.54809,                 1.0445,                0.89427,                0.88356,                0.92919,                0.68112,                 1.0754,                0.60701,                 1.3857,             0.00047656,             0.00047656,             0.00047656
                    252,                 0.7461,                0.52724,                 1.0341,                 0.9239,                0.85682,                0.92901,                0.67841,                  1.062,                0.62294,                 1.3795,             0.00047347,             0.00047347,             0.00047347
                    253,                0.70949,                0.51517,                 1.0225,                0.94634,                0.84952,                  0.941,                 0.6833,                  1.071,                0.59918,                  1.394,             0.00047038,             0.00047038,             0.00047038
                    254,                0.70354,                0.52474,                 1.0343,                0.88962,                0.92595,                0.95145,                 0.7016,                 1.0125,                  0.543,                 1.3497,             0.00046728,             0.00046728,             0.00046728
                    255,                0.69719,                0.51834,                 1.0218,                0.94807,                0.85019,                0.94175,                0.69667,                 1.0498,                0.54999,                 1.3668,             0.00046419,             0.00046419,             0.00046419
                    256,                0.72648,                0.53965,                 1.0326,                0.94091,                0.87354,                0.93508,                0.69443,                 1.0541,                 0.5237,                 1.3785,             0.00046109,             0.00046109,             0.00046109
                    257,                0.71435,                 0.5227,                  1.029,                0.92835,                0.86471,                0.93915,                0.69155,                  1.048,                0.53676,                 1.3617,               0.000458,               0.000458,               0.000458
                    258,                0.72636,                0.54057,                 1.0352,                0.92309,                 0.8606,                0.93996,                0.69195,                 1.0311,                0.53838,                 1.3476,             0.00045491,             0.00045491,             0.00045491
                    259,                0.70641,                 0.5182,                 1.0291,                0.94462,                0.87238,                 0.9331,                0.69608,                 1.0569,                0.56033,                 1.3672,             0.00045181,             0.00045181,             0.00045181
                    260,                0.70578,                0.51609,                 1.0265,                 0.9298,                0.86355,                0.94951,                0.70106,                 1.0387,                0.56313,                 1.3655,             0.00044872,             0.00044872,             0.00044872
                    261,                 0.7134,                0.52074,                  1.031,                0.92169,                 0.9098,                0.96568,                0.69966,                 1.0477,                0.54084,                 1.3869,             0.00044563,             0.00044563,             0.00044563
                    262,                0.69338,                0.49838,                 1.0119,                0.94439,                0.86204,                0.96064,                0.70597,                 1.0693,                 0.5418,                 1.3912,             0.00044253,             0.00044253,             0.00044253
                    263,                0.71789,                  0.525,                 1.0307,                0.95024,                0.86542,                 0.9685,                0.71451,                 1.0263,                0.51143,                 1.3405,             0.00043944,             0.00043944,             0.00043944
                    264,                0.73136,                0.54587,                 1.0426,                0.94182,                 0.8625,                0.96398,                0.71883,                 1.0548,                0.49902,                 1.3632,             0.00043634,             0.00043634,             0.00043634
                    265,                0.69805,                 0.5172,                  1.013,                0.91361,                0.88639,                0.95661,                0.71239,                 1.0591,                0.51156,                 1.3632,             0.00043325,             0.00043325,             0.00043325
                    266,                0.70059,                0.51619,                 1.0226,                0.93924,                0.86231,                0.95805,                 0.7084,                 1.0764,                0.53134,                 1.3809,             0.00043016,             0.00043016,             0.00043016
                    267,                0.69704,                0.52774,                 1.0267,                0.93334,                0.87215,                0.96675,                0.71036,                 1.0441,                0.51968,                 1.3664,             0.00042706,             0.00042706,             0.00042706
                    268,                0.71746,                0.52417,                 1.0297,                0.89958,                0.93616,                 0.9695,                 0.7166,                 1.0437,                0.51915,                 1.3707,             0.00042397,             0.00042397,             0.00042397
                    269,                0.73362,                0.54698,                 1.0486,                0.92614,                 0.8719,                 0.9676,                0.71053,                 1.0312,                0.53322,                  1.358,             0.00042087,             0.00042087,             0.00042087
                    270,                0.71241,                0.52934,                 1.0297,                 0.8816,                0.93231,                0.96369,                0.71718,                  1.037,                0.52198,                 1.3588,             0.00041778,             0.00041778,             0.00041778
                    271,                0.71287,                0.53827,                 1.0328,                0.89383,                0.91732,                0.96024,                0.71685,                 1.0469,                 0.5252,                 1.3637,             0.00041469,             0.00041469,             0.00041469
                    272,                0.68003,                0.50358,                 1.0137,                0.89876,                0.92092,                0.95407,                0.71779,                 1.0426,                0.51982,                 1.3497,             0.00041159,             0.00041159,             0.00041159
                    273,                0.68779,                0.49691,                 1.0133,                0.96469,                0.88208,                0.96094,                0.71836,                 1.0575,                0.52868,                 1.3678,              0.0004085,              0.0004085,              0.0004085
                    274,                 0.6819,                0.50567,                 1.0191,                0.91684,                0.92112,                0.95279,                 0.7037,                 1.0556,                0.53091,                 1.3761,             0.00040541,             0.00040541,             0.00040541
                    275,                0.68098,                0.50444,                 1.0165,                0.95518,                0.92503,                 0.9731,                0.72647,                 1.0307,                0.50028,                 1.3535,             0.00040231,             0.00040231,             0.00040231
                    276,                0.68427,                0.50934,                 1.0178,                0.94132,                0.92189,                0.96364,                0.71324,                 1.0479,                0.50541,                  1.366,             0.00039922,             0.00039922,             0.00039922
                    277,                0.68937,                0.50846,                 1.0134,                0.94516,                0.92782,                 0.9731,                 0.7348,                 1.0261,                 0.5079,                 1.3446,             0.00039613,             0.00039613,             0.00039613
                    278,                 0.6901,                0.50192,                 1.0216,                0.97378,                0.88407,                0.97103,                0.72454,                0.99203,                0.48692,                 1.3201,             0.00039303,             0.00039303,             0.00039303
                    279,                0.69558,                0.51791,                 1.0195,                0.93865,                0.96121,                0.97788,                0.73503,                  1.013,                0.49182,                 1.3366,             0.00038994,             0.00038994,             0.00038994
                    280,                0.68424,                0.50701,                  1.005,                0.95412,                0.94882,                0.97808,                0.73532,                 1.0151,                0.49817,                 1.3292,             0.00038684,             0.00038684,             0.00038684
                    281,                0.68718,                0.51618,                  1.017,                0.92111,                0.96561,                0.97631,                0.73654,                 1.0493,                0.51713,                 1.3738,             0.00038375,             0.00038375,             0.00038375
                    282,                0.70172,                0.52159,                 1.0218,                0.95608,                0.83736,                0.95721,                0.71777,                 1.0391,                0.51376,                 1.3601,             0.00038066,             0.00038066,             0.00038066
                    283,                0.70004,                0.52135,                 1.0207,                0.96094,                0.87309,                0.96613,                 0.7256,                 1.0293,                0.51153,                 1.3592,             0.00037756,             0.00037756,             0.00037756
                    284,                0.65808,                0.49136,                 1.0038,                0.91671,                0.92297,                0.96043,                0.71477,                 1.0104,                0.53589,                 1.3307,             0.00037447,             0.00037447,             0.00037447
                    285,                0.68302,                0.49894,                 1.0066,                0.95412,                0.92667,                0.97019,                0.71581,                   1.01,                0.50944,                 1.3372,             0.00037138,             0.00037138,             0.00037138
                    286,                0.68362,                  0.508,                 1.0106,                 0.9172,                 0.9148,                0.97195,                0.72394,                 1.0151,                0.50477,                 1.3411,             0.00036828,             0.00036828,             0.00036828
                    287,                0.68329,                0.50423,                 1.0165,                 0.9716,                0.89611,                0.96741,                0.71575,                 1.0515,                0.50921,                 1.3727,             0.00036519,             0.00036519,             0.00036519
                    288,                0.68327,                0.50945,                 1.0196,                0.93974,                0.92891,                 0.9448,                0.70158,                 1.0718,                0.51665,                 1.3802,             0.00036209,             0.00036209,             0.00036209
                    289,                 0.6941,                 0.5056,                 1.0199,                0.95848,                0.90506,                0.95167,                0.70205,                 1.0473,                0.50023,                 1.3757,               0.000359,               0.000359,               0.000359
                    290,                0.67039,                0.50146,                 1.0167,                0.96328,                0.92106,                0.97341,                0.73268,                 1.0205,                 0.4968,                 1.3638,             0.00035591,             0.00035591,             0.00035591
                    291,                0.69831,                 0.5225,                 1.0236,                0.96048,                0.94827,                0.97934,                0.73615,                  1.028,                0.49844,                 1.3727,             0.00035281,             0.00035281,             0.00035281
                    292,                0.68315,                0.50716,                 1.0157,                0.95812,                0.96892,                0.98089,                0.74309,                 1.0322,                0.50144,                 1.3607,             0.00034972,             0.00034972,             0.00034972
                    293,                 0.6777,                0.51449,                 1.0147,                0.90891,                0.97355,                0.97251,                0.73123,                 1.0026,                0.48459,                  1.332,             0.00034663,             0.00034663,             0.00034663
                    294,                0.66243,                0.50516,                 1.0102,                0.96075,                 0.8893,                0.96174,                0.72038,                 1.0153,                0.49785,                 1.3419,             0.00034353,             0.00034353,             0.00034353
                    295,                0.65313,                0.47996,                0.99601,                0.95772,                0.87247,                0.95707,                 0.7122,                 1.0218,                0.49173,                 1.3412,             0.00034044,             0.00034044,             0.00034044
                    296,                0.67902,                0.50622,                 1.0121,                0.95346,                0.86583,                0.95278,                0.71327,                 1.0152,                0.48495,                 1.3423,             0.00033734,             0.00033734,             0.00033734
                    297,                0.67664,                0.50093,                 1.0206,                0.94546,                0.88381,                0.95701,                0.71416,                 1.0133,                0.49131,                 1.3364,             0.00033425,             0.00033425,             0.00033425
                    298,                0.64409,                0.47133,                0.99687,                0.94024,                0.97433,                 0.9847,                  0.742,                 1.0104,                0.48399,                  1.333,             0.00033116,             0.00033116,             0.00033116
                    299,                0.64109,                0.48811,                0.99169,                0.90048,                0.97411,                0.97084,                0.73829,                0.99553,                0.48217,                 1.3331,             0.00032806,             0.00032806,             0.00032806
                    300,                0.66388,                0.48833,                 1.0047,                0.89836,                0.96477,                0.97404,                0.73218,                 1.0018,                0.48826,                 1.3496,             0.00032497,             0.00032497,             0.00032497
                    301,                0.65074,                0.49723,                 1.0035,                0.94209,                0.88229,                0.96409,                 0.7213,                 1.0027,                0.48469,                 1.3419,             0.00032188,             0.00032188,             0.00032188
                    302,                0.67522,                0.49185,                  1.009,                0.93258,                0.89585,                0.93883,                0.70354,                 1.0057,                0.49826,                 1.3341,             0.00031878,             0.00031878,             0.00031878
